MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,totalLivingArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,TypeOfPorch,Porchsqft,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RL,80,17120,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,GasA,TA,Y,SBrkr,1120,468,1588,1588,0,2,0,4,1,TA,7,1,Gd,Detchd,1991,Fin,2,680,TA,TA,N,0,OpenPorch,59,NA,7,2008,WD,Normal,124500-146800
20,RL,72,10011,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,64,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,710,1070,GasA,TA,Y,SBrkr,1236,0,1236,2306,0,1,0,2,1,Gd,6,1,Fa,Attchd,1957,Unf,1,447,TA,TA,Y,0,None,0,MnPrv,5,2006,WD,Normal,124500-146800
20,RL,66,8923,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1953,2006,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,365,1008,GasA,Gd,Y,SBrkr,1008,0,1008,2016,1,1,0,2,1,Gd,6,0,NA,Attchd,1953,Unf,1,240,TA,TA,Y,0,OpenPorch,18,NA,5,2007,WD,Normal,124500-146800
85,RL,69,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,141,925,GasA,TA,Y,SBrkr,999,0,999,1924,1,1,0,3,1,TA,6,0,NA,Attchd,1962,Unf,1,300,TA,TA,Y,150,OpenPorch,72,NA,5,2006,WD,Normal,124500-146800
20,RL,60,7200,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1951,2000,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,180,900,GasA,TA,Y,SBrkr,900,0,900,1800,0,1,0,3,1,Gd,5,0,NA,Detchd,2005,Unf,2,576,TA,TA,Y,222,OpenPorch,32,NA,5,2010,WD,Normal,124500-146800
85,RL,?,7252,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,173,858,GasA,TA,Y,SBrkr,858,0,858,1716,1,1,0,2,1,TA,5,0,NA,Detchd,1983,Unf,2,576,TA,TA,Y,120,None,0,NA,4,2009,WD,Normal,124500-146800
50,RM,50,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,698,698,GasA,TA,Y,SBrkr,786,390,1176,1874,0,1,0,2,1,TA,4,0,NA,Detchd,1999,Unf,2,624,TA,TA,N,210,None,0,NA,7,2009,WD,Normal,124500-146800
50,RL,60,10410,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,660,660,GasA,Ex,Y,SBrkr,808,704,1656,2316,0,2,1,3,1,TA,8,0,NA,Detchd,1916,Unf,1,180,Fa,Fa,N,0,3SsnPorch,140,MnPrv,8,2009,WD,Normal,124500-146800
60,RM,60,3378,Reg,HLS,Inside,OldTown,Norm,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,651,651,GasA,Gd,Y,SBrkr,707,682,1389,2040,0,1,1,3,1,TA,6,2,Gd,Detchd,1947,Unf,1,240,TA,TA,P,0,EnclosedPorch,126,NA,9,2009,WD,Normal,124500-146800
20,RL,71,7064,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1977,1977,Gable,Plywood,Plywood,BrkFace,153,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,420,980,GasA,TA,Y,SBrkr,980,0,980,1960,0,1,0,3,1,TA,6,0,NA,Detchd,1986,Unf,2,484,TA,TA,Y,192,None,0,NA,7,2009,WD,Normal,124500-146800
60,RL,70,11606,IR1,HLS,Inside,NAmes,Norm,1Fam,2Story,5,5,1969,1969,Gable,Plywood,Plywood,BrkFace,192,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,390,1040,GasA,TA,Y,SBrkr,1040,1040,2080,3120,0,1,2,5,1,Fa,9,2,TA,Attchd,1969,Unf,2,504,TA,TA,Y,335,None,0,NA,9,2007,WD,Family,124500-146800
50,RM,60,10320,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,GasA,Ex,Y,SBrkr,756,713,1469,2225,0,1,0,3,1,TA,7,0,NA,Detchd,1906,Unf,1,216,TA,TA,Y,57,EnclosedPorch,239,MnPrv,6,2008,WD,Normal,124500-146800
50,RL,60,8172,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,941,941,GasA,Ex,Y,SBrkr,997,473,1470,2411,0,2,0,4,1,TA,7,0,NA,Detchd,1958,Unf,1,548,TA,TA,Y,0,ScreenPorch,156,NA,5,2008,WD,Normal,124500-146800
90,RL,78,10530,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,975,GasA,TA,Y,SBrkr,1004,0,1004,1979,1,1,0,2,1,TA,4,0,NA,Attchd,1977,Unf,2,504,TA,TA,Y,0,None,0,NA,5,2006,WD,Normal,124500-146800
20,RL,65,6993,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,447,912,GasA,TA,Y,SBrkr,1236,0,1236,2148,0,1,0,3,1,TA,6,1,TA,Attchd,1961,Unf,1,288,TA,TA,Y,0,None,0,NA,6,2006,WD,Normal,124500-146800
20,RL,?,17140,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1956,1956,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1059,Unf,75,1134,GasA,Ex,Y,FuseA,1229,0,1229,2363,0,1,0,3,1,TA,6,0,NA,Attchd,1956,RFn,1,284,TA,TA,Y,0,None,0,NA,4,2009,WD,Normal,124500-146800
20,RL,?,7390,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1955,1955,Hip,'Wd Sdng','Wd Sdng',BrkFace,151,TA,TA,CBlock,TA,TA,No,ALQ,902,Unf,196,1098,GasA,TA,Y,SBrkr,1098,0,1098,2196,1,1,0,3,1,TA,6,0,NA,Attchd,1955,Unf,1,260,TA,TA,Y,0,None,0,NA,7,2008,WD,Normal,124500-146800
50,RL,60,10800,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,720,720,GasA,TA,N,FuseA,720,472,1192,1912,0,1,1,4,1,TA,6,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,12,2006,WD,Abnorml,124500-146800
50,RL,115,21286,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,720,720,GasA,TA,Y,SBrkr,720,551,1271,1991,0,2,0,4,1,TA,7,1,Gd,Attchd,1948,Unf,1,312,TA,TA,Y,0,EnclosedPorch,108,NA,8,2008,WD,Normal,124500-146800
45,RL,60,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,625,845,GasA,TA,Y,SBrkr,893,0,893,1738,0,1,0,2,1,Gd,4,0,NA,Detchd,1985,Unf,2,576,TA,TA,Y,0,None,0,NA,5,2007,WD,Normal,124500-146800
20,RL,72,10152,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,120,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,462,1048,GasA,TA,Y,SBrkr,1048,0,1048,2096,1,1,0,3,1,TA,6,0,NA,Attchd,1956,Unf,1,286,TA,TA,Y,0,ScreenPorch,212,NA,6,2007,WD,Normal,124500-146800
20,RL,70,7000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Gable,'Wd Sdng','Wd Sdng',BrkFace,45,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,422,1010,GasA,Ex,Y,SBrkr,1134,0,1134,2144,0,1,0,2,1,TA,6,0,NA,Attchd,1960,RFn,1,254,TA,TA,Y,0,OpenPorch,16,MnWw,4,2007,WD,Family,124500-146800
50,RL,65,7804,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,WdShing,Plywood,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,500,1122,GasA,TA,Y,SBrkr,1328,653,1981,3103,1,2,0,4,1,Gd,7,2,TA,Detchd,1981,Unf,2,576,TA,TA,Y,431,OpenPorch,44,MnPrv,12,2009,WD,Normal,124500-146800
90,RL,87,9246,IR1,Lvl,Inside,NWAmes,Feedr,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,564,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1656,1656,GasA,TA,Y,SBrkr,1656,0,1656,3312,0,2,0,4,2,TA,8,0,NA,Detchd,1973,Unf,2,506,TA,TA,Y,0,OpenPorch,211,NA,11,2008,WD,Normal,124500-146800
80,RL,75,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,100,980,GasA,Gd,Y,SBrkr,980,0,980,1960,0,2,0,3,1,TA,6,0,NA,Attchd,1967,Fin,1,384,TA,TA,Y,68,None,0,NA,10,2006,WD,Normal,124500-146800
50,RL,59,16466,IR1,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,816,816,GasA,TA,Y,SBrkr,872,521,1393,2209,0,1,1,3,1,TA,8,0,NA,Attchd,1955,Unf,1,300,TA,TA,Y,121,ScreenPorch,265,NA,4,2008,WD,Normal,124500-146800
20,RL,?,8475,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,GasA,Ex,Y,FuseA,952,0,952,1904,0,1,0,2,1,TA,4,0,NA,Detchd,1956,Unf,1,283,TA,TA,Y,0,None,0,NA,4,2008,WD,Normal,124500-146800
190,RL,55,5687,Reg,Bnk,Inside,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,None,0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,570,780,GasA,Ex,N,SBrkr,936,780,1716,2496,1,2,0,6,1,Fa,9,0,NA,NA,?,NA,0,0,NA,NA,N,0,OpenPorch,184,NA,3,2008,WD,Normal,124500-146800
90,RL,?,7032,IR1,Lvl,Corner,NAmes,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943,Unf,0,943,GasA,TA,Y,SBrkr,943,0,943,1886,1,1,0,2,1,TA,4,2,TA,Detchd,1979,Unf,2,600,TA,TA,Y,42,None,0,NA,12,2006,WD,Normal,124500-146800
20,RL,75,9464,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,2160,0,1,0,3,1,TA,5,0,NA,Attchd,1958,Unf,1,288,TA,TA,Y,0,ScreenPorch,130,NA,6,2008,WD,Normal,124500-146800
50,RM,60,8520,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,6,7,1916,1950,Gable,Stucco,Stucco,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,168,LwQ,0,714,GasW,TA,N,SBrkr,1664,862,2526,3240,0,2,0,5,1,Gd,10,1,Gd,Detchd,1916,Unf,1,216,TA,TA,Y,88,OpenPorch,15,GdWo,8,2007,CWD,Family,124500-146800
90,RL,60,9000,Reg,Lvl,FR2,NAmes,Norm,Duplex,2Story,5,5,1974,1974,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,896,896,GasA,TA,Y,SBrkr,896,896,1792,2688,0,2,2,4,2,TA,8,0,NA,NA,?,NA,0,0,NA,NA,Y,32,OpenPorch,45,NA,9,2009,WD,Normal,124500-146800
90,RL,72,10778,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,3536,0,2,0,4,2,TA,8,0,NA,NA,?,NA,0,0,NA,NA,Y,0,None,0,NA,4,2010,WD,Normal,124500-146800
20,RL,?,7000,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,218,864,GasA,Ex,Y,SBrkr,864,0,864,1728,1,1,0,3,1,TA,6,0,NA,Attchd,1978,Unf,1,336,TA,TA,Y,0,None,0,GdWo,7,2009,WD,Normal,124500-146800
20,RL,?,10659,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Hip,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,135,1050,GasA,TA,Y,SBrkr,1050,0,1050,2100,1,1,0,3,1,TA,6,0,NA,Attchd,1961,Unf,1,368,TA,TA,Y,0,OpenPorch,319,NA,1,2006,COD,Normal,124500-146800
50,RL,60,8400,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,758,1181,GasA,Fa,Y,SBrkr,1390,304,1694,2875,0,2,0,4,1,TA,7,1,Gd,Detchd,1925,Unf,2,576,TA,TA,Y,342,EnclosedPorch,128,NA,6,2008,WD,Normal,124500-146800
120,RM,37,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,686,Unf,162,848,GasA,Ex,Y,SBrkr,848,0,848,1696,1,1,0,1,1,Gd,3,0,NA,Attchd,2003,Fin,2,420,TA,TA,Y,140,None,0,NA,3,2008,WD,Normal,124500-146800
50,RL,75,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,994,GasA,Gd,Y,SBrkr,1216,639,1855,2849,0,2,0,4,1,TA,7,0,NA,Attchd,1954,Unf,1,325,TA,TA,Y,182,None,0,NA,10,2006,WD,Normal,124500-146800
90,RL,?,11500,IR1,Lvl,Corner,NWAmes,Feedr,Duplex,1Story,5,6,1976,1976,Gable,VinylSd,VinylSd,BrkFace,164,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1680,1680,GasA,Fa,Y,SBrkr,1680,0,1680,3360,0,2,0,4,2,TA,8,0,NA,Detchd,1976,Unf,2,528,TA,TA,Y,0,None,0,NA,6,2007,WD,Normal,124500-146800
190,RM,69,9142,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,Gable,AsbShng,AsbShng,None,0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,1020,1020,GasA,Gd,N,FuseP,908,1020,1928,2948,0,2,0,4,2,Fa,9,0,NA,Detchd,1910,Unf,1,440,Po,Po,Y,0,EnclosedPorch,172,NA,4,2006,WD,Normal,124500-146800
85,RL,74,8740,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,168,840,GasA,TA,Y,SBrkr,860,0,860,1700,1,1,0,2,1,TA,4,0,NA,Detchd,1996,Unf,2,528,TA,TA,Y,0,None,0,NA,7,2009,WD,Normal,124500-146800
20,RL,?,11425,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,522,1008,GasA,Gd,Y,SBrkr,1008,0,1008,2016,0,1,0,2,1,TA,4,1,Gd,Attchd,1954,RFn,1,275,TA,TA,Y,0,EnclosedPorch,120,NA,7,2006,WD,Normal,124500-146800
20,RL,?,13526,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,0,935,GasA,TA,Y,SBrkr,935,0,935,1870,1,1,0,3,1,TA,5,0,NA,Attchd,1965,Unf,1,288,TA,TA,Y,180,None,0,MnPrv,11,2006,WD,Normal,124500-146800
90,RL,95,11345,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,708,928,GasA,Gd,Y,FuseA,928,992,1920,2848,0,2,0,4,2,TA,10,0,NA,Detchd,1948,Unf,2,400,TA,Fa,Y,0,None,0,NA,7,2007,WD,Normal,124500-146800
50,RL,51,6171,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,WdShing,'Wd Shng',None,0,TA,TA,BrkTil,TA,TA,No,BLQ,264,Unf,712,976,GasA,Ex,Y,SBrkr,1160,448,1608,2584,0,2,1,3,1,Gd,7,1,Gd,Detchd,1925,Unf,1,216,Fa,TA,Y,147,OpenPorch,16,MnPrv,10,2009,WD,Normal,124500-146800
85,RL,80,8800,Reg,Lvl,Inside,NAmes,Feedr,1Fam,SFoyer,6,7,1963,1963,Gable,MetalSd,MetalSd,BrkFace,156,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,173,936,GasA,Ex,Y,SBrkr,1054,0,1054,1990,1,1,0,3,1,Gd,6,0,NA,Attchd,1963,RFn,2,480,TA,TA,Y,120,None,0,MnPrv,5,2010,WD,Abnorml,124500-146800
85,RL,90,10012,Reg,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,Rec,38,1138,GasA,TA,Y,SBrkr,1181,0,1181,2319,1,2,0,3,1,TA,6,0,NA,Detchd,1974,RFn,2,588,TA,TA,Y,0,EnclosedPorch,180,MnPrv,4,2008,WD,Normal,124500-146800
30,RL,80,11600,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,4,5,1922,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,700,700,GasA,Ex,Y,SBrkr,1180,0,1180,1880,0,1,0,2,1,Fa,5,1,Gd,Detchd,1922,Unf,1,252,TA,Fa,Y,0,EnclosedPorch,67,NA,7,2006,WD,Normal,124500-146800
20,RL,?,14375,IR1,Lvl,CulDSac,Timber,Norm,1Fam,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541,TA,TA,CBlock,TA,TA,No,GLQ,111,Rec,354,819,GasA,Gd,Y,FuseA,1344,0,1344,2163,0,1,0,3,1,Gd,7,1,Gd,Basment,1958,RFn,2,525,TA,TA,Y,0,ScreenPorch,351,NA,1,2009,COD,Abnorml,124500-146800
160,RM,24,2522,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,GasA,Ex,Y,SBrkr,970,739,1709,2679,0,2,0,3,1,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0,OpenPorch,40,NA,4,2006,WD,Normal,124500-146800
70,RM,51,6120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,939,939,GasA,Ex,Y,SBrkr,939,574,1513,2452,0,1,1,4,1,TA,8,0,NA,Detchd,1933,Unf,1,180,Fa,Fa,N,24,EnclosedPorch,150,NA,5,2007,WD,Normal,124500-146800
20,RL,89,10680,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,'Wd Sdng','Wd Sdng',BrkFace,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,1380,2136,GasA,TA,N,FuseA,2136,0,2136,4272,0,2,0,4,1,TA,7,0,NA,Detchd,1951,Unf,2,528,TA,TA,Y,0,OpenPorch,30,MnPrv,10,2006,WD,Normal,124500-146800
20,RL,60,6600,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,8,1982,2003,Gable,HdBoard,HdBoard,None,0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,816,GasA,Ex,Y,SBrkr,816,0,816,1632,1,1,0,2,1,TA,4,0,NA,Detchd,1985,Fin,2,816,TA,TA,Y,0,None,0,NA,6,2008,WD,Normal,124500-146800
20,RL,60,8072,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,244,990,GasA,Ex,Y,SBrkr,990,0,990,1980,1,1,0,3,1,TA,5,0,NA,Detchd,2000,Unf,2,480,TA,TA,Y,0,OpenPorch,64,NA,5,2009,WD,Normal,124500-146800
50,RL,60,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,VinylSd,'Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,Rec,180,BLQ,676,1208,GasA,Gd,Y,FuseA,1136,768,1904,3112,1,1,1,3,1,TA,7,0,NA,Attchd,1950,Unf,1,240,TA,TA,Y,0,EnclosedPorch,168,GdPrv,5,2009,WD,Normal,124500-146800
20,RL,65,8450,Reg,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,224,894,GasA,Ex,Y,SBrkr,894,0,894,1788,1,1,0,3,1,TA,5,1,Gd,Detchd,1973,Unf,1,336,TA,TA,Y,416,OpenPorch,144,MnPrv,4,2010,WD,Normal,124500-146800
20,RL,70,8400,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,36,1052,GasA,Gd,Y,SBrkr,1052,0,1052,2104,1,1,1,3,1,TA,5,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,356,None,0,GdWo,11,2006,WD,Normal,124500-146800
20,RL,?,15870,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,1969,1969,Gable,VinylSd,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,230,1096,GasA,Ex,Y,SBrkr,1096,0,1096,2192,1,1,0,3,1,TA,6,0,NA,Attchd,1969,Fin,1,299,TA,TA,Y,240,OpenPorch,32,NA,3,2006,WD,Abnorml,124500-146800
70,RL,96,13132,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,747,747,GasA,Gd,Y,FuseF,892,892,1784,2531,0,1,1,4,1,TA,9,0,NA,Detchd,1914,Unf,1,180,Fa,Fa,N,203,OpenPorch,40,NA,7,2006,WD,Normal,124500-146800
20,RL,70,7560,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1965,Hip,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,525,1029,GasA,TA,Y,SBrkr,1339,0,1339,2368,0,1,0,3,1,TA,6,0,NA,Attchd,1958,Unf,1,294,TA,TA,Y,0,None,0,MnPrv,5,2009,COD,Abnorml,124500-146800
20,RL,?,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,'Wd Sdng','Wd Sdng',BrkFace,116,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,2184,0,1,0,3,1,TA,6,1,Po,Attchd,1962,Unf,1,288,TA,TA,Y,0,EnclosedPorch,164,NA,9,2009,WD,Normal,124500-146800
20,RL,80,9600,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,'Wd Sdng','Wd Sdng',BrkCmn,183,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,0,1240,GasA,Gd,Y,SBrkr,1632,0,1632,2872,1,2,0,3,1,TA,6,1,Gd,Attchd,1958,RFn,1,338,TA,TA,Y,289,None,0,MnPrv,4,2009,WD,Normal,124500-146800
20,RL,70,8176,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1992,Gable,'Wd Sdng','Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,210,1056,GasA,Fa,Y,SBrkr,1056,0,1056,2112,1,1,0,3,1,TA,6,0,NA,Attchd,1958,RFn,1,308,TA,TA,Y,0,None,0,NA,8,2007,WD,Normal,124500-146800
